PRICE,BEDROOMS,FLOOR_AREA,BUILD_YEAR
650000,4,232,2007
550000,3,115,1962
315000,5,188,2008
1785000,4,330,1988
570000,4,230,2009
1700000,4,230,1950
330000,4,173,2003
443000,4,153,1995
490000,3,105,1969
315000,3,168,1967
752000,4,182,1988
160000,4,299,2006
1700000,4,200,1920
715000,4,216,1984
310000,2,100,1965
320000,3,131,2000
695000,4,180,1993
450000,4,142,2014
602500,4,214,2005
515000,4,228,1989
350000,3,172,2006
440000,4,148,2003
510000,3,115,1967
535000,5,201,2003
830000,5,267,2008
970000,4,295,2000
310000,4,174,2004
945000,2,185,1956
485000,4,203,2006
570000,4,166,1985
447500,4,131,1986
860000,4,470,2006
714000,5,278,2005
390000,4,181,2005
470000,4,196,2004
519000,4,129,1972
310000,3,122,1969
575000,3,142,1999
555000,4,195,2008
760000,3,164,1965
485000,4,154,2001
381000,3,102,1979
295000,3,106,1994
705000,4,241,2001
640000,4,203,2004
1240000,4,268,2004
920000,5,400,1993
310000,4,122,1990
265000,3,104,2000
469000,4,181,2011
330000,4,103,1983
384000,4,109,1965
400000,3,96,2002
1100000,3,137,1970
525000,4,246,2001
707000,3,126,1934
785000,4,187,1982
755000,3,169,1998
895000,3,138,1910
658000,4,147,1987
247000,4,92,1989
545000,4,247,2014
290000,3,113,2013
675000,3,263,2004
711000,4,172,1988
690000,5,248,2011
1220000,4,188,1997
1150000,5,257,1990
485000,4,188,1999
280000,3,107,1981
485000,4,235,2014
510000,4,169,2003
1020000,5,183,1996
405000,3,125,2015
600000,4,186,1995
650000,4,250,2007
355000,3,135,1967
1275000,4,193,1960
550000,4,207,2009
435000,3,174,2005
1078000,4,290,2007
1275000,3,205,1990
530000,4,216,1988
528000,4,212,2010
435000,4,147,2002
595000,4,170,1972
1250000,4,237,2013
702000,3,170,1997
429900,5,292,2002
600000,4,226,2000
670000,3,118,1925
388000,4,131,2005
295000,4,140,1996
347500,3,206,1989
1025000,3,227,2005
430000,4,155,2011
760000,4,221,2007
510000,4,193,2001
1675000,5,322,2001
256000,3,127,1974
373000,4,154,2005
604000,4,214,2008
490000,4,167,1972
620000,4,227,2005
680000,4,119,1984
350000,3,145,1978
480000,4,250,2010
460000,4,140,2009
830000,4,223,1994
585000,4,220,2012
467800,4,201,2005
1320000,4,214,2001
295000,4,152,1992
653000,3,145,2003
360000,3,110,2000
481000,4,219,1987
225000,3,101,1978
380000,4,136,2013
283000,3,116,1989
430000,5,219,2013
715000,4,244,2007
410000,3,102,1967
440000,3,98,1973
230000,2,90,1953
770000,4,237,2006
330000,3,159,2007
510000,4,191,2002
1100000,4,162,1979
475000,4,220,2007
530000,4,206,1985
542000,3,106,1975
1800000,3,360,2002
360000,3,100,1995
600000,4,232,2007
315000,3,170,1979
350000,4,185,2006
490000,4,225,2012
580000,4,270,2014
430000,4,177,2014
260000,3,180,1979
825000,3,243,2010
1510000,5,375,1973
325000,3,110,1992
485000,5,207,1995
499000,4,177,1983
511500,4,235,2006
1470000,3,165,1972
555000,4,149,1978
350000,4,111,1993
475000,4,136,2000
390000,3,112,1958
560000,4,194,1983
475000,5,187,1987
865000,4,343,1986
455000,4,145,2001
1517000,4,313,2002
710000,4,234,1966
270000,3,121,1997
675000,3,206,2011
805000,4,265,2011
1100000,4,313,2011
588000,4,246,2008
385000,3,146,2011
530000,3,114,1960
367500,3,135,1972
297000,3,108,2015
645000,4,135,1984
304000,3,145,1988
1800000,4,380,2011
515000,4,224,2006
405000,3,101,1975
330000,3,88,1969
465000,4,188,2011
770000,5,216,1979
705000,4,228,2003
419000,5,248,2013
555000,4,235,2007
367000,3,93,1979
295000,3,126,1996
1120000,4,305,1987
712000,4,290,1996
1965000,5,335,1999
298987,4,158,2014
840000,4,177,1980
610000,3,131,1992
475000,4,154,1995
535000,4,228,2009
399000,3,90,2002
1408000,4,240,1968
620000,4,229,2005
304000,4,114,2004
520000,6,222,2006
412000,3,94,1974
1250000,4,220,1945
600000,4,240,2005
280000,3,120,1984
600000,4,220,2006
1200000,3,124,1949
585000,3,179,1975
455000,3,106,1972
516000,4,170,1998
748000,4,289,1998
460000,3,111,1974
485000,3,226,1997
500000,4,218,2001
812500,3,142,1965
745000,4,273,1982
725000,4,270,2003
1490000,4,330,2011
595000,4,202,1998
615000,4,223,2003
1300000,4,360,1985
554250,4,183,1982
390000,4,125,2001
830000,3,125,1952
361000,4,125,1994
582500,4,194,2006
370000,4,160,2006
275000,3,120,2014
445000,3,94,1961
880000,4,251,1988
820000,4,232,2004
197000,3,132,1977
615000,4,191,2002
608000,4,181,1999
535500,4,139,1975
620000,4,168,1986
1475000,4,368,2010
617000,3,216,2005
580000,4,189,1984
520000,4,130,1998
1100000,4,120,1920
1150000,3,312,1890
1580000,5,452,2012
1800000,4,280,2011
860000,4,182,1985
195000,3,170,1984
647500,4,259,2007
555000,4,211,2011
395000,4,154,1999
450000,4,137,2000
317000,3,111,1995
492000,4,198,1998
230000,4,145,1991
610000,4,230,1985
455000,4,140,2002
355000,4,115,1994
970000,4,223,1992
456550,3,82,1978
885000,3,136,1956
550000,3,166,1999
485000,4,169,1972
700000,4,162,1983
630000,4,165,1959
610000,3,153,1970
792500,4,240,1990
1220000,4,210,2002
340000,3,120,2010
750000,4,245,2010
618000,4,232,2003
826500,4,231,2003
685000,3,178,2012
415000,4,121,2009
217000,3,155,2015
590000,4,211,1993
680000,3,117,1965
512500,4,176,2002
895000,4,237,2004
835000,4,261,2001
650000,4,210,2000
290000,5,201,1995
560000,5,187,1968
738000,4,191,1977
319000,4,230,1980
260000,3,119,1980
710000,4,186,1975
1250000,4,327,1988
655000,5,272,2010
540000,4,211,2012
160000,3,80,1989
360000,3,115,1992
400000,4,235,2012
1370000,4,341,1989
870000,4,372,2003
420000,4,161,1968
1575000,4,362,2004
658000,4,213,2004
1500000,4,295,1995
490000,3,98,1996
600000,4,205,2007
360000,3,133,2007
690000,4,195,1981
370000,3,149,1980
1325000,4,323,2003
445000,3,106,1992
315000,3,97,1994
585000,3,119,1973
615000,4,307,2007
610000,4,244,2003
255000,3,153,1974
1170000,3,213,2011
630000,4,191,1980
1187000,6,523,1988
533000,4,172,1977
535000,4,156,2000
470000,3,150,1972
1425000,4,334,1998
585000,4,209,2007
880000,3,280,1931
382000,4,176,1996
325000,3,102,1975
320000,3,115,1953
540000,4,210,2006
155000,4,183,1965
1550000,4,200,1978
1215000,4,326,2011
425000,4,136,2000
260000,4,83,2004
887500,4,286,2007
1490000,4,220,1945
440000,4,167,2010
290000,4,103,1970
590000,4,204,2005
263000,3,140,2012
494000,4,189,2012
351000,4,189,2004
645000,4,196,2006
312000,3,101,1987
675000,4,244,2003
378000,3,130,1992
1250000,3,158,1930
540000,4,210,2001
470000,3,109,1977
701000,4,152,1973
417000,4,177,1995
389000,4,136,1974
605000,5,323,2005
400000,4,190,1982
345000,2,79,1993
680000,4,226,1994
349000,4,162,1998
535000,4,219,2011
800000,4,161,1997
325000,3,133,1974
1040000,4,199,2003
710000,4,250,2007
415000,2,223,2016
374000,4,95,1985
90000,2,88,1969
1250000,5,324,1969
440000,4,226,2004
840000,4,474,2008
535000,4,185,1995
530000,5,290,2006
355000,4,126,2000
1100000,5,275,1979
440000,3,115,1985
335000,3,124,2015
205000,3,137,2014
490000,4,194,2005
345000,4,151,2006
570000,5,199,1992
520000,4,160,2007
944000,4,179,1982
480000,4,200,1985
590000,4,228,2014
768000,4,290,1995
360000,3,116,2012
1250000,4,177,1936
331500,3,131,1970
463000,4,190,1975
300000,3,119,1972
525000,4,204,2005
580000,4,212,1996
500000,2,100,1965
655000,3,174,2002
342000,4,151,1998
885000,3,171,1998
550000,4,156,1991
560000,4,205,1986
352000,3,180,1975
335000,3,118,1994
345000,3,250,1991
720000,4,140,1935
610000,8,288,1981
1677000,5,379,1997
850000,4,248,1988
1190000,4,243,1994
750000,3,127,1959
325000,4,150,1998
542500,4,189,1994
810000,3,230,2002
480000,4,240,2002
310000,3,135,1992
270000,3,118,2010
540000,4,221,1988
400000,3,101,2011
1480000,4,327,2014
1420000,4,282,2001
390000,4,162,1977
600000,4,126,1977
351000,3,86,1985
485000,4,129,1999
1200000,4,267,2008
540000,4,180,1992
404500,3,156,1971
1400000,4,327,1997
478000,4,131,1999
337500,4,172,2003
652000,4,206,1989
790000,4,240,2010
555000,4,221,2015
615000,4,229,2003
387000,3,120,1999
1265000,4,274,1960
835000,5,254,1994
500000,5,191,1950
350000,4,111,2006
585000,4,240,1998
290000,4,133,1989
479000,5,186,1992
550000,4,184,2006
340000,4,165,1994
295000,4,120,1993
215000,4,164,2014
420000,4,145,1992
400000,4,207,1998
1590000,5,566,1998
1250000,4,232,2008
735000,4,216,2014
360000,3,101,1987
400000,4,167,2006
1080000,4,226,2000
510000,4,186,2006
358000,3,141,1988
337500,3,105,1978
1200000,4,270,1974
446000,3,108,2008
390000,3,145,2012
570500,4,152,1991
420000,3,121,2010
1800000,5,320,2009
1025000,5,250,1982
615000,4,276,2007
372500,3,114,2013
900000,4,274,2007
710000,4,325,2013
665000,4,181,1985
350000,4,190,2015
540000,4,178,1988
325473,4,145,2008
570000,3,185,2013
470000,3,143,2003
1650000,4,243,1960
465000,4,173,2002
405000,3,122,2014
775000,4,136,1967
1275000,4,258,1947
1069000,3,182,2011
650000,4,252,1991
650000,4,233,2011
315000,4,142,2008
445000,4,180,1993
755000,3,134,1950
1450000,5,382,2007
453000,4,143,2000
460000,3,119,1988
340000,3,112,2014
870000,4,214,2006
620000,4,236,2008
813500,4,251,1990
430000,3,110,1988
632500,4,220,1997
630000,4,244,2009
1030000,4,190,1995
1100000,4,341,1990
890000,6,371,2009
720000,4,123,1955
670000,4,186,1988
319000,3,93,1974
385000,3,120,1994
255000,3,115,1980
513000,4,224,1995
790000,3,223,1986
270000,3,103,2000
1277000,3,184,1979
255000,3,106,1985
185000,4,182,2014
320000,4,210,1993
950000,3,276,2002
720000,4,268,1990
830000,3,219,2000
385000,3,90,1972
540000,5,230,1989
527500,3,129,1974
550000,4,201,1999
495000,3,161,2003
510000,3,115,1975
437500,4,184,1977
195000,3,166,2010
750000,2,95,1930
495000,4,114,1993
290000,3,93,1972
237000,3,73,2003
615000,4,213,2014
485000,3,147,1969
562500,4,190,2003
727500,4,214,2009
1165000,4,286,2005
400000,4,139,2010
544000,4,184,2008
522000,3,123,1950
389000,3,164,2006
1200000,4,290,2005
950000,4,235,2004
109950,5,294,2007
509000,4,203,2004
385000,3,126,1998
630000,4,360,2008
700000,4,229,1995
525000,4,279,1995
1100000,4,286,2006
2325000,5,236,1979
390000,2,109,1970
340000,3,85,1987
635000,5,291,2007
575000,4,144,1996
893000,4,232,1985
472000,4,169,2012
728800,5,250,1989
1530000,3,281,2011
425000,4,156,2013
1205000,4,280,2006
580000,4,297,2010
385000,3,116,1994
810000,4,160,1979
482000,3,127,1977
400000,5,167,1971
305000,3,105,1998
540000,5,216,2012
370000,4,136,1985
430000,4,167,2005
770000,4,254,2009
380000,4,127,1999
340000,3,123,2012
442000,4,104,1984
475000,4,186,1992
486500,4,157,1998
955000,4,322,2006
560000,3,131,1991
320000,4,122,2011
327500,3,80,1987
485000,4,158,2001
2000000,3,196,2005
575000,3,129,1984
610000,4,191,1990
720000,4,211,1994
710000,4,222,1991
370000,3,121,1990
610000,4,140,1961
412500,3,143,1966
770000,3,365,1990
555000,4,212,2005
293500,3,110,1994
705000,3,125,1920
800000,4,391,1992
755000,4,213,2004
1850000,5,307,1920
610000,4,223,2009
660000,4,196,2002
810000,4,244,2010
1700000,5,190,1969
1700000,4,280,1965
675000,4,110,1955
1075000,3,282,2012
412000,4,204,2006
1700000,4,253,2001
402000,3,89,1968
440000,4,220,1995
300000,3,126,2011
735000,4,198,2004
680000,4,237,2013
600000,4,250,1996
690000,4,249,2008
300000,4,112,2003
610000,5,180,1978
360000,4,147,1972
430000,3,193,1995
320000,4,131,1992
900000,4,235,1975
570000,3,133,1960
788888,4,213,1979
500000,3,224,2008
700000,4,226,1998
1950000,5,230,1988
645000,4,195,2001
1175000,2,429,1950
590000,3,247,2004
380000,3,115,1992
940000,5,235,2010
315000,4,170,1980
349000,3,155,2010
435000,4,150,1994
1025000,3,158,1950
405000,3,116,1969
675000,4,174,1993
675000,4,251,2010
480000,3,225,2006
325000,4,189,2002
515000,4,248,2007
505000,4,186,2007
406000,4,151,1990
459000,4,185,2005
560000,4,129,1974
425000,4,160,1993
706500,4,222,2004
1370000,4,217,1995
435000,3,135,2012
405000,3,177,2003
700000,4,234,1988
395000,3,88,1979
665000,4,204,1975
500000,3,150,2015
490000,4,232,2003
593000,3,128,1979
352000,3,127,2010
690000,4,201,1976
300000,4,108,2001
400000,4,180,2005
380000,4,190,2006
482000,4,181,2007
470000,4,132,2004
169500,4,162,2015
825000,4,312,2013
500000,4,196,2004
1440000,6,235,1930
1790000,4,336,2005
281000,3,126,1986
345000,3,117,1980
975000,4,176,1969
460000,3,101,2012
430000,4,110,1992
487000,3,164,2011
550000,4,159,1981
595000,4,169,1991
430000,4,188,2006
365000,4,120,1998
413000,3,120,2000
370000,4,140,2001
535000,5,214,2003
785000,4,274,1975
560000,4,158,1978
575000,4,241,2001
390000,3,143,2009
478000,4,165,2010
440000,4,145,2004
285500,3,94,1959
345000,3,90,2010
555000,3,100,1962
1625000,4,293,1998
1525000,5,449,1983
460000,4,200,2004
2401000,5,267,1980
810000,4,215,2008
1010000,3,86,1977
610000,4,174,1991
2030000,3,162,1936
535000,3,125,1970
716000,4,246,1988
902000,4,157,1980
405000,3,131,1978
410000,3,101,1980
320000,3,86,1995
655000,4,259,1989
382000,3,220,1970
335000,4,179,2005
800000,5,236,2007
315000,3,131,1974
1020000,2,122,1935
310000,2,84,1950
1340000,6,290,1940
1170000,3,147,1940
540000,4,198,1993
575000,4,218,2003
325000,3,145,2012
335000,3,97,1979
590000,4,261,2009
823000,4,194,2003
850000,2,146,1950
217500,3,145,2000
640000,4,282,1999
610000,4,229,2011
420000,3,117,1968
610000,3,143,1976
590000,4,212,2008
2225000,4,185,1974
497500,4,207,1995
345000,3,105,1995
280000,4,155,1980
420000,4,143,1976
350000,4,191,2004
1075000,4,208,1963
270000,4,144,2005
762000,3,125,1988
505000,3,85,1990
360000,2,79,1987
285000,2,85,1988
770000,3,140,1987
375000,3,98,1993
393000,3,119,2004
248000,2,55,1967
430000,2,75,1981
180000,3,77,1971
400000,3,90,1989
365000,3,102,1985
110000,2,67,1967
435000,3,83,2000
260000,2,77,1969
840000,3,160,2008
345000,3,110,2014
297000,2,102,1993
360000,3,105,2009
310000,2,78,2009
540000,3,148,2005
296000,3,89,1977
246642,2,61,1970
276000,3,90,1971
617500,4,135,2014
925000,3,135,1993
470000,3,132,1980
416000,2,56,1969
140000,2,103,1969
500000,2,76,1995
290000,3,96,1989
145000,1,39,1970
900000,3,200,2006
435000,3,194,2015
590000,3,182,2009
430000,3,198,2015
420000,2,72,1985
935000,3,125,1982
388500,3,171,1973
820000,4,210,1990
1420000,4,184,1938
1250000,5,252,1900
1100000,4,325,1983
820000,3,125,1940
652000,3,118,1970
630000,4,215,2004
850000,5,277,2005
737000,3,250,1992
420000,4,136,2002
630000,3,137,1940
290000,3,82,1993
400000,4,140,1992
915000,4,205,2000
450000,4,158,2000
1075000,5,316,2000
560000,3,130,1986
425000,3,108,1968
555000,4,214,1993
518000,4,131,1974
730000,4,262,2014
525000,4,174,2002
700000,4,188,1997
870000,5,249,1999
715000,2,115,1920
511000,6,93,1960
915000,5,420,1985
1295000,3,252,2007
357000,4,153,2006
820000,5,270,2000
430000,3,134,1964
1200000,4,330,2010
615000,4,183,1987
343000,3,144,1984
133000,3,113,1965
1850000,4,334,2001
510000,4,195,2008
801000,3,130,1993
430000,4,195,2003
215000,4,192,1979
1075000,6,310,1990
560000,4,146,1982
495000,4,166,2013
624000,4,229,2013
165000,3,142,2015
850000,4,164,1993
595000,4,143,1978
1700000,4,329,1933
2400000,4,226,1945
640000,3,106,1951
350000,4,138,2002
1060000,4,169,1972
1075000,4,204,1975
1025000,5,281,1990
1245000,2,203,1940
329000,3,104,2014
740000,3,156,1935
1300000,4,460,2007
405000,4,157,2003
402500,4,172,2001
549000,3,110,1986
425000,3,128,1975
515000,5,237,2006
448000,4,212,2003
289000,3,94,1986
705000,4,175,1983
880000,4,153,1972
278000,2,95,1984
510000,5,162,1987
346000,2,90,1968
555000,4,128,1971
1010000,4,214,2005
1760000,5,471,2002
950000,4,365,2009
427000,3,85,1991
520000,3,147,2003
1200000,4,260,1990
565000,4,198,1990
531000,4,189,2006
190000,3,117,1974
550000,4,252,1998
430000,4,204,2006
588000,3,152,1980
580000,4,172,1995
380000,3,93,1978
428000,4,154,2003
360000,4,150,1966
575000,4,207,2006
980000,4,184,1920
799000,4,238,2011
379000,4,151,2006
340000,4,116,2007
1000000,5,386,2012
205000,3,91,1953
770000,3,115,1927
1080000,4,165,1950
700000,4,193,2003
749000,3,159,2012
850000,4,394,2006
167000,3,115,2016
445000,4,100,1989
400000,3,92,1976
610000,2,178,1962
400000,3,85,1976
680000,4,329,1986
410000,4,135,1992
387500,4,121,1987
560000,4,225,2012
440000,3,138,2013
1000000,4,180,1950
1910000,4,315,1916
410000,3,110,1976
1070000,2,160,1935
465000,3,177,2000
715000,4,400,2000
555000,4,163,2000
515000,3,133,1976
375000,3,147,1970
230000,3,103,1989
430000,5,134,1972
445000,4,152,1996
400000,4,119,1998
1005000,3,254,1965
259000,3,92,1969
1350000,4,324,2007
300000,4,160,2003
801000,4,210,2001
630000,3,130,1995
310000,4,128,2002
650000,5,226,2008
297000,3,114,2014
1258000,4,175,1950
315000,3,108,1992
390000,3,133,1983
481500,4,224,2011
1450000,4,320,2002
742000,4,206,1989
827000,3,141,1953
800000,3,130,1955
390000,3,96,1994
385000,3,80,1920
365000,3,112,1920
405000,2,66,1970
585000,4,179,1980
800000,4,260,1999
545000,3,250,2000
1110000,4,213,2003
820000,5,264,1993
780000,6,450,1992
585000,3,110,1950
270000,4,136,2013
802000,4,183,2004
299000,3,113,2010
255000,3,82,1984
525000,1,248,2012
662000,4,195,2009
519000,4,179,2007
1252000,5,548,2003
871000,3,191,1929
660000,4,205,1998
425000,4,110,1990
761500,3,134,1964
310000,4,209,2012
340000,4,120,2006
720000,4,314,2014
327000,4,124,1993
525000,4,170,1925
910000,4,211,1990
949000,4,192,2004
490000,3,118,1970
940000,4,218,2000
1290000,6,322,1975
850000,4,340,2008
249000,3,94,1965
860000,3,99,1969
720000,5,260,2012
625000,5,200,1931
540000,3,137,1950
815500,2,103,1945
390000,3,105,2002
450000,4,196,2008
335000,4,121,2006
540000,4,234,2011
595000,4,159,1984
600000,4,181,1965
972135,4,764,1940
430000,4,145,2013
455000,4,190,2003
390000,4,149,2007
600000,5,342,2006
890000,4,228,2012
640000,3,150,1910
570000,5,300,2010
373000,4,144,1985
1035000,4,269,2014
390000,3,87,1975
280000,3,130,2000
450000,4,239,2008
940000,4,213,1965
455000,3,112,1987
275000,4,133,2007
625000,3,90,2013
415000,2,89,1920
725000,3,193,1985
332500,2,81,1964
1675000,3,255,2014
600000,3,88,1945
1150000,4,194,1998
965000,4,205,2006
670000,5,289,2012
420000,5,220,1968
284000,3,87,1976
1250000,4,311,2011
468000,4,145,2004
660000,4,137,1991
285000,2,95,1955
930000,4,236,1996
570000,4,183,2005
420000,3,242,1963
955000,4,219,1981
300000,3,118,1999
815000,4,232,1969
1210000,3,186,1937
390000,4,319,2009
450000,4,172,2000
380000,3,116,1987
500000,5,242,1982
395000,4,184,2006
950000,3,180,1970
580000,3,128,1955
475000,4,249,2007
332500,3,109,2015
580000,4,218,2005
1250000,4,275,2010
560000,4,221,2011
800000,3,181,1951
520000,3,158,2000
605000,4,228,2010
2175000,5,464,2011
718000,4,149,1960
800000,4,233,1995
570000,4,191,1996
560000,4,181,2000
425000,5,283,2008
181000,4,235,2006
705000,4,170,1989
370000,3,137,2010
1321000,4,185,2011
1500000,5,339,1922
1360000,4,304,2000
855000,3,103,1950
880000,4,279,2015
925000,4,210,1973
1360000,4,195,1950
660000,3,131,1930
300000,3,93,1974
330000,3,137,1950
875000,2,130,1920
655000,4,134,1980
640000,4,218,1979
195000,2,242,2015
380000,4,133,1985
490000,4,171,1970
1465000,3,264,2015
1500000,1,240,2013
871000,3,168,2003
330000,3,81,1993
620000,4,260,1986
460000,3,181,1998
457000,3,90,1953
362500,4,147,2014
820000,5,282,1990
240000,2,103,1953
1550000,3,138,1934
910000,5,244,1970
1350000,4,232,1936
290000,4,123,2009
600000,4,260,2008
329000,4,196,2009
660000,4,250,1996
701000,4,236,2016
1650000,5,335,1929
780000,3,126,1970
1700000,4,178,1962
1830000,3,160,1956
496000,5,201,2003
495000,4,91,1973
715000,4,161,1963
878000,4,134,1920
850000,3,132,1958
427000,3,130,1950
427100,3,127,1936
470000,3,89,1950
497000,4,145,1977
350000,3,127,1989
420000,3,108,2007
400000,3,136,1970
500000,5,270,1996
1340000,5,249,1932
325000,3,165,2007
408000,4,112,1996
950000,4,190,2015
570000,4,200,2000
430000,4,184,2002
480000,4,202,2000
405000,4,157,2008
240000,3,90,1985
950000,3,174,1950
695000,2,106,1945
550000,4,237,2004
1400000,4,260,1996
1435000,5,230,1900
440000,3,145,2009
740000,4,206,1963
630000,3,103,1974
579000,3,124,2016
295000,4,122,1984
745000,5,188,2002
285000,4,141,1996
422000,3,100,1979
600000,4,224,2002
547000,4,241,2002
460000,3,140,1950
178000,3,135,1995
750000,4,269,1990
390000,3,119,2005
700000,6,283,1999
750000,4,268,2003
444000,4,151,1989
850000,4,243,1988
1195000,4,250,1990
275000,3,112,1971
540000,4,158,2002
750000,3,133,1950
670000,3,85,1976
1175000,5,258,2012
770000,5,200,2000
206500,2,78,1972
720000,3,151,1999
780000,4,196,1992
760000,4,438,2012
1300000,5,270,1965
460000,4,164,2003
550000,4,189,2012
680000,4,256,2010
650000,4,317,2005
135000,2,144,1967
250000,3,87,1977
202000,3,108,1979
900000,4,307,2004
850000,4,366,1955
370000,2,191,2000
585000,4,170,2003
1160000,4,181,1995
485000,4,154,2009
355000,3,96,1977
1925000,4,286,1950
318000,4,150,2002
1250000,4,235,1945
320000,3,110,1988
530000,4,260,2005
460000,3,143,1972
185000,4,205,2003
975000,3,136,1967
398000,4,148,2003
420000,4,112,1979
543000,3,146,1936
531000,4,126,1968
420000,3,269,1965
459000,4,132,1999
300000,3,129,2012
1200000,4,280,2007
640000,3,75,1987
1335000,3,182,1963
840000,4,201,2001
530000,5,250,1988
500000,4,157,1996
395000,4,242,2008
496000,4,190,2000
210000,3,178,2015
685000,3,146,1966
475000,3,125,1985
1100000,4,243,2001
420000,2,143,1939
575000,4,200,1989
395000,4,164,2013
395000,4,162,2010
1460000,3,213,2014
720000,3,150,1970
655000,5,226,1999
520000,3,130,2010
859000,3,130,1920
1125000,4,280,1995
1700000,4,315,1998
750000,3,112,1955
890000,5,280,1990
850000,4,250,1995
1100000,4,215,1950
170000,4,221,2001
373000,3,140,1994
312500,3,98,1976
740000,5,252,2009
330000,3,90,1973
394000,3,166,2014
535000,4,92,1977
578000,4,218,1985
1155000,4,212,2009
365000,4,212,2002
430000,2,114,1994
283000,4,137,1981
570000,3,134,1965
830000,5,331,1971
420000,3,112,1973
475000,3,120,2001
649000,3,137,2010
487000,4,137,1986
350000,3,122,2014
806000,3,101,1965
980000,4,259,2001
1200000,4,204,2010
355000,4,160,2013
435000,4,164,1977
300000,3,160,1976
420000,3,129,1993
441500,2,95,1962
362500,3,83,1976
360000,4,142,2011
473000,4,208,2010
580000,4,175,1964
385000,4,130,1992
1990000,6,186,1964
582000,4,185,1974
620000,3,137,1950
1000000,3,191,1920
580000,4,175,1971
675000,4,175,1976
405000,5,182,1988
950000,2,432,2014
643000,3,180,1995
453000,3,141,2002
1185000,4,238,1992
640000,3,108,1952
940000,4,295,2003
900000,4,248,2005
579000,3,110,1948
830000,5,360,1994
1415000,3,135,1939
965000,4,315,2005
320000,3,122,2001
389000,3,114,1995
365000,3,92,1986
690000,2,104,1940
1330000,4,205,2008
500000,3,116,2011
695000,4,184,1998
394000,4,194,2006
910000,5,373,2011
630000,4,331,2004
1100000,4,195,1987
910000,4,168,1953
370000,3,179,2010
385000,4,151,2002
367000,4,134,1995
700000,2,180,1900
1286000,4,307,1917
239500,3,170,1992
286000,3,128,1984
1035000,4,275,2014
82000,4,256,1990
740000,4,211,2002
800000,4,229,2015
338000,3,145,2015
449000,3,128,1980
975000,4,202,1998
520000,4,170,1978
687500,3,150,1987
1100000,4,164,1970
611000,3,132,1994
530000,3,116,1995
572500,4,184,2004
715000,4,192,1988
1180000,3,257,1990
370000,3,93,1975
310000,4,141,2007
620000,3,124,1955
1300000,3,166,1955
675000,1,60,1950
400000,3,106,1993
1600000,3,195,1935
1490000,3,322,1953
430000,4,164,1984
642500,4,192,1968
842000,3,183,1993
720000,4,175,2007
419000,3,109,1965
600000,3,150,1900
545000,4,194,2010
1275000,5,384,2002
850000,3,129,1956
550000,4,170,1980
530000,4,210,2004
198000,4,176,2016
205000,4,105,2000
548000,3,97,1985
259000,3,129,2005
1475000,3,204,2003
220000,4,175,1999
1150000,4,172,1973
1439000,4,142,1952
190000,3,115,1960
622500,4,229,2012
355000,3,149,1981
1170000,4,233,1999
512000,4,187,2000
650000,4,203,1990
1340000,4,298,1987
315000,3,92,1974
1135000,5,311,1970
1100000,3,98,1925
607500,5,130,1987
1470000,5,439,2000
571680,4,135,1960
475000,3,74,1964
274000,2,72,1930
399000,4,257,2013
320000,1,239,2006
1170000,4,211,2014
780000,4,306,2006
840000,4,181,1998
515000,3,100,1975
950000,4,244,2000
702500,4,270,2006
740000,4,181,2000
835000,4,159,2017
463000,2,80,1990
420000,3,98,1994
1155000,4,380,1990
775000,2,150,1900
540000,2,85,1940
579000,4,254,2003
870000,4,179,1924
467500,3,132,1992
235000,3,85,1963
680250,5,167,1962
490888,4,162,2009
755000,4,259,2009
515000,3,154,1975
630000,4,197,2014
590000,2,87,1919
300000,4,110,1990
1300000,4,226,2003
1580000,4,172,1926
540000,4,201,1999
1075000,3,181,1935
740000,5,270,1974
285000,3,116,1995
386500,4,160,2006
1300000,5,249,1986
328000,4,106,1970
873000,5,230,1985
321500,3,116,1988
1470000,4,269,1990
310000,4,251,1992
757500,3,124,1954
635000,4,231,1999
920000,3,280,2012
841500,5,300,1910
497500,4,170,1992
485000,4,184,1998
385000,4,220,2003
770000,3,172,2009
420000,3,175,1914
259000,3,110,1970
250000,2,58,1987
285000,3,137,2011
700000,4,140,2000
820000,3,219,2004
1035000,4,306,2004
990000,4,197,1998
375000,4,103,1970
688000,3,122,1950
508000,4,220,1996
633000,4,203,1989
310000,4,150,2015
700000,4,223,2005
925000,3,149,1930
445000,4,130,1994
300000,2,83,2012
232500,3,88,2014
985000,5,238,1981
435000,3,132,1974
680000,4,207,1985
695000,4,200,1990
567000,3,167,1975
100000,4,192,2003
610000,3,103,1983
495000,4,247,2007
700000,4,187,2003
1375000,3,236,2012
700000,4,293,1997
730000,4,238,2014
920000,4,161,1952
457000,4,179,2011
413000,3,175,2004
1450000,4,341,1996
447000,4,146,1991
930000,4,330,1997
240000,4,146,1985
700000,4,169,1989
880000,3,128,1949
400000,4,135,2000
975000,5,269,1972
920000,2,130,1945
1065000,4,160,1925
440000,4,230,2001
322000,4,226,2015
1185000,4,193,1940
285000,3,121,1977
408000,4,120,1997
739888,4,155,1970
350000,3,99,1989
405000,4,162,1978
640000,4,167,1986
610000,5,277,2005
495000,4,190,2006
730000,4,267,1992
415000,4,161,2004
850000,3,185,1954
448000,3,126,2012
875000,3,200,2006
2150000,5,270,1950
1450000,5,295,1994
515000,4,219,1993
512000,4,221,2006
